body_abs,body_att,body_def,body_land,clinch_abs,clinch_att,clinch_def,clinch_land,date,decision_method,distance_abs,distance_att,distance_def,distance_land,fight_duration_lastrnd,fight_duration_lastrnd_time,fight_id,fighter_1,fighter_1_id,fighter_2,fighter_2_id,fighter_id,fighter_name,fighter_status,ground_abs,ground_att,ground_def,ground_land,head_abs,head_att,head_def,head_land,kd,leg_abs,leg_att,leg_def,leg_land,location,n_pass,n_rev,n_sub,sig_str_abs,sig_str_att,sig_str_def,sig_str_land,td_abs,td_att,td_def,td_land,time_format,total_str_abs,total_str_att,total_str_def,total_str_land,weight_class,winner
"[10, 22]","[36, 15]","[5, 14]","[22, 10]","[3, 4]","[5, 3]","[0, 1]","[4, 3]","July 27, 2024",Decision - Split,"[50, 73]","[164, 97]","[47, 91]","[73, 50]",3,5:00,dff2ef8fdde8c502,Shauna Bannon,9c442aaf149ea982,Alice Ardelean,87f8699fdcc2c404,"9c442aaf149ea982,87f8699fdcc2c404","Shauna Bannon,Alice Ardelean","W,L","[4, 0]","[0, 5]","[1, 0]","[0, 4]","[42, 44]","[119, 84]","[42, 75]","[44, 42]","[0, 0]","[5, 11]","[14, 6]","[1, 3]","[11, 5]","Manchester, England, United Kingdom","[0, 0]","[10, 354]","[0, 0]","[57, 77]","[169, 105]","[48, 92]","[77, 57]","[2, 0]","[2, 4]","[2, 2]","[0, 2]",3 Rnd (5-5-5),"[80, 151]","[252, 139]","[59, 101]","[151, 80]",Women's Strawweight Bout,Shauna Bannon
"[20, 13]","[16, 20]","[0, 3]","[13, 20]","[16, 15]","[20, 16]","[0, 5]","[15, 16]","October 22, 2022",Decision - Majority,"[18, 24]","[38, 42]","[24, 14]","[24, 18]",3,5:00,4011cdf1f182804c,Karol Rosa,351c4ec637380ad5,Lina Lansberg,2eeaefbfc7f9fcff,"351c4ec637380ad5,2eeaefbfc7f9fcff","Karol Rosa,Lina Lansberg","W,L","[2, 15]","[16, 2]","[0, 1]","[15, 2]","[15, 31]","[46, 39]","[24, 15]","[31, 15]","[0, 1]","[1, 10]","[12, 1]","[0, 2]","[10, 1]","Abu Dhabi, Abu Dhabi, United Arab Emirates","[0, 0]","[584, 168]","[0, 0]","[36, 54]","[74, 60]","[24, 20]","[54, 36]","[0, 3]","[6, 0]","[0, 3]","[3, 0]",3 Rnd (5-5-5),"[100, 160]","[190, 132]","[32, 30]","[160, 100]",Women's Bantamweight Bout,Karol Rosa
"[6, 0]","[0, 7]","[1, 0]","[0, 6]","[6, 0]","[1, 7]","[1, 1]","[0, 6]","October 29, 2022",Submission,"[12, 8]","[21, 19]","[7, 13]","[8, 12]",1,4:07,fdb9d29cf0edc16a,Christian Rodriguez,5ec591b78349ba7e,Joshua Weems,69888118d968ba52,"5ec591b78349ba7e,69888118d968ba52","Christian Rodriguez,Joshua Weems","W,L","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[9, 8]","[21, 15]","[6, 13]","[8, 9]","[0, 0]","[3, 1]","[2, 4]","[1, 1]","[1, 3]","Las Vegas, Nevada, USA","[0, 0]","[56, 63]","[1, 0]","[18, 9]","[23, 26]","[8, 14]","[9, 18]","[2, 0]","[2, 3]","[1, 2]","[0, 2]",3 Rnd (5-5-5),"[22, 15]","[30, 32]","[10, 15]","[15, 22]",Bantamweight Bout,Christian Rodriguez
"[5, 7]","[8, 5]","[0, 1]","[7, 5]","[3, 4]","[4, 4]","[1, 0]","[4, 3]","November 05, 2022",KO/TKO,"[10, 13]","[25, 10]","[0, 12]","[13, 10]",1,3:06,b87ac039e3b13940,Tamires Vidal,4f3064faf17aa711,Ramona Pascual,3eb4dc9a7d4ac906,"4f3064faf17aa711,3eb4dc9a7d4ac906","Tamires Vidal,Ramona Pascual","W,L","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 6]","[17, 4]","[1, 11]","[6, 3]","[1, 0]","[5, 4]","[4, 5]","[0, 0]","[4, 5]","Las Vegas, Nevada, USA","[0, 0]","[56, 23]","[0, 0]","[13, 17]","[29, 14]","[1, 12]","[17, 13]","[0, 0]","[1, 0]","[0, 1]","[0, 0]",3 Rnd (5-5-5),"[17, 22]","[34, 18]","[1, 12]","[22, 17]",Women's Bantamweight Bout,Tamires Vidal
"[7, 7]","[9, 10]","[3, 2]","[7, 7]","[5, 1]","[3, 7]","[2, 2]","[1, 5]","November 19, 2022",KO/TKO,"[13, 41]","[65, 40]","[27, 24]","[41, 13]",3,1:27,33719a2d9c69ed17,Natalia Silva,262d32ebda89efc4,Tereza Bleda,59c438c81fbf3ece,"262d32ebda89efc4,59c438c81fbf3ece","Natalia Silva,Tereza Bleda","W,L","[0, 3]","[4, 0]","[0, 1]","[3, 0]","[8, 26]","[50, 33]","[25, 24]","[26, 8]","[1, 0]","[3, 12]","[13, 4]","[1, 1]","[12, 3]","Las Vegas, Nevada, USA","[1, 0]","[133, 296]","[0, 2]","[18, 45]","[72, 47]","[29, 27]","[45, 18]","[1, 0]","[3, 7]","[6, 3]","[0, 1]",3 Rnd (5-5-5),"[25, 62]","[89, 55]","[30, 27]","[62, 25]",Women's Flyweight Bout,Natalia Silva
"[1, 4]","[5, 1]","[0, 1]","[4, 1]","[0, 2]","[2, 0]","[0, 0]","[2, 0]","November 19, 2022",Decision - Unanimous,"[20, 16]","[31, 43]","[23, 15]","[16, 20]",3,5:00,a3696c847ef6c7f9,Brady Hiestand,7af33fc4435017f1,Fernie Garcia,9e92e1ca498d7244,"7af33fc4435017f1,9e92e1ca498d7244","Brady Hiestand,Fernie Garcia","W,L","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[13, 10]","[23, 36]","[23, 13]","[10, 13]","[0, 0]","[7, 5]","[6, 7]","[0, 1]","[5, 7]","Las Vegas, Nevada, USA","[0, 1]","[554, 82]","[1, 1]","[21, 19]","[34, 44]","[23, 15]","[19, 21]","[1, 3]","[8, 2]","[1, 5]","[3, 1]",3 Rnd (5-5-5),"[86, 56]","[82, 125]","[39, 26]","[56, 86]",Bantamweight Bout,Brady Hiestand
"[12, 6]","[11, 14]","[2, 5]","[6, 12]","[8, 7]","[12, 8]","[0, 5]","[7, 8]","December 03, 2022",KO/TKO,"[28, 38]","[109, 50]","[22, 71]","[38, 28]",2,4:06,2cec230248d7eb97,Yazmin Jauregui,40cb680ae1cd331f,Istela Nunes,efc67b07eed39794,"40cb680ae1cd331f,efc67b07eed39794","Yazmin Jauregui,Istela Nunes","W,L","[0, 22]","[33, 2]","[2, 11]","[22, 0]","[20, 54]","[135, 41]","[21, 81]","[54, 20]","[2, 1]","[4, 7]","[8, 5]","[1, 1]","[7, 4]","Orlando, Florida, USA","[0, 0]","[170, 15]","[0, 0]","[36, 67]","[154, 60]","[24, 87]","[67, 36]","[0, 0]","[3, 0]","[0, 3]","[0, 0]",3 Rnd (5-5-5),"[39, 103]","[200, 63]","[24, 97]","[103, 39]",Women's Strawweight Bout,Yazmin Jauregui
"[1, 9]","[14, 2]","[1, 5]","[9, 1]","[1, 9]","[11, 3]","[2, 2]","[9, 1]","December 10, 2022",KO/TKO,"[8, 23]","[50, 21]","[13, 27]","[23, 8]",3,4:13,5bc31abb5842942a,Cameron Saaiman,3c8a5200436e19f3,Steven Koslow,84512339473dd300,"3c8a5200436e19f3,84512339473dd300","Cameron Saaiman,Steven Koslow","W,L","[2, 21]","[28, 5]","[3, 7]","[21, 2]","[8, 38]","[69, 25]","[17, 31]","[38, 8]","[0, 0]","[2, 6]","[6, 2]","[0, 0]","[6, 2]","Las Vegas, Nevada, USA","[6, 2]","[389, 280]","[0, 1]","[11, 53]","[89, 29]","[18, 36]","[53, 11]","[5, 0]","[0, 9]","[4, 0]","[0, 5]",3 Rnd (5-5-5),"[20, 105]","[149, 42]","[22, 44]","[105, 20]",Bantamweight Bout,Cameron Saaiman
"[7, 8]","[12, 14]","[7, 4]","[8, 7]","[1, 9]","[11, 2]","[1, 2]","[9, 1]","December 17, 2022",Decision - Unanimous,"[25, 16]","[88, 104]","[79, 72]","[16, 25]",3,5:00,ccb7e2851319345d,Sergey Morozov,2f6a993c7f547c13,Journey Newson,78f485f851891d68,"2f6a993c7f547c13,78f485f851891d68","Sergey Morozov,Journey Newson","W,L","[0, 5]","[6, 0]","[0, 1]","[5, 0]","[10, 7]","[76, 78]","[68, 69]","[7, 10]","[0, 0]","[9, 15]","[17, 14]","[5, 2]","[15, 9]","Las Vegas, Nevada, USA","[0, 0]","[419, 0]","[0, 0]","[26, 30]","[105, 106]","[80, 75]","[30, 26]","[0, 6]","[13, 2]","[2, 7]","[6, 0]",3 Rnd (5-5-5),"[49, 65]","[145, 136]","[87, 80]","[65, 49]",Bantamweight Bout,Sergey Morozov
"[3, 10]","[14, 4]","[1, 4]","[10, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","January 14, 2023",KO/TKO,"[7, 22]","[38, 13]","[6, 16]","[22, 7]",1,4:33,b6723b9c6ff4d594,Charles Johnson,814e5233e2acf2ee,Jimmy Flick,09e62c450e754913,"814e5233e2acf2ee,09e62c450e754913","Charles Johnson,Jimmy Flick","W,L","[0, 12]","[19, 0]","[0, 7]","[12, 0]","[3, 20]","[39, 6]","[3, 19]","[20, 3]","[0, 0]","[1, 4]","[4, 3]","[2, 0]","[4, 1]","Las Vegas, Nevada, USA","[1, 0]","[99, 24]","[0, 0]","[7, 34]","[57, 13]","[6, 23]","[34, 7]","[1, 0]","[0, 3]","[2, 0]","[0, 1]",3 Rnd (5-5-5),"[7, 44]","[77, 13]","[6, 33]","[44, 7]",Flyweight Bout,Charles Johnson
"[20, 3]","[7, 23]","[3, 4]","[3, 20]","[16, 3]","[7, 19]","[3, 4]","[3, 16]","January 21, 2023",KO/TKO,"[36, 20]","[63, 58]","[22, 43]","[20, 36]",2,2:18,1d35e4c0941d1397,Saimon Oliveira,72ea1984c52019b5,Daniel Marcos,850266b3dc4e506e,"72ea1984c52019b5,850266b3dc4e506e","Saimon Oliveira,Daniel Marcos","L,W","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[31, 7]","[47, 52]","[21, 40]","[7, 31]","[0, 1]","[2, 13]","[16, 3]","[1, 3]","[13, 2]","Rio de Janeiro, Rio de Janeiro, Brazil","[0, 0]","[135, 60]","[0, 0]","[53, 23]","[70, 78]","[25, 47]","[23, 53]","[0, 0]","[5, 1]","[1, 5]","[0, 0]",3 Rnd (5-5-5),"[59, 25]","[73, 84]","[25, 48]","[25, 59]",Bantamweight Bout,Daniel Marcos
"[1, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","February 04, 2023",Submission,"[2, 0]","[0, 2]","[0, 0]","[0, 2]",1,4:20,a26ca06cce403ce2,Tatsuro Taira,4461d7e47375a895,Jesus Aguilar,c051c2e12d692b8a,"4461d7e47375a895,c051c2e12d692b8a","Tatsuro Taira,Jesus Aguilar","W,L","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","Las Vegas, Nevada, USA","[0, 0]","[229, 23]","[2, 1]","[2, 1]","[1, 2]","[0, 0]","[1, 2]","[0, 1]","[1, 0]","[0, 0]","[1, 0]",3 Rnd (5-5-5),"[2, 5]","[5, 2]","[0, 0]","[5, 2]",Flyweight Bout,Tatsuro Taira
"[23, 4]","[7, 35]","[12, 3]","[4, 23]","[3, 2]","[2, 4]","[1, 0]","[2, 3]","February 11, 2023",Decision - Split,"[66, 68]","[167, 153]","[87, 99]","[68, 66]",3,5:00,0ac5fc42ba039211,Zubaira Tukhugov,aceffa19749c4dc0,Elves Brener,48a9a128784d53d1,"aceffa19749c4dc0,48a9a128784d53d1","Zubaira Tukhugov,Elves Brener","L,W","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[30, 64]","[160, 101]","[71, 96]","[64, 30]","[0, 0]","[16, 2]","[2, 21]","[5, 0]","[2, 16]","Perth, Western Australia, Australia","[0, 0]","[131, 0]","[0, 0]","[69, 70]","[169, 157]","[88, 99]","[70, 69]","[0, 0]","[4, 3]","[3, 4]","[0, 0]",3 Rnd (5-5-5),"[82, 73]","[172, 170]","[88, 99]","[73, 82]",Lightweight Bout,Elves Brener
"[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","February 18, 2023",Submission,"[1, 3]","[5, 4]","[3, 2]","[3, 1]",1,3:13,40781a64c4cea877,Clayton Carpenter,b62d5280966b2460,Juancamilo Ronderos,4a043165cf47cab2,"b62d5280966b2460,4a043165cf47cab2","Clayton Carpenter,Juancamilo Ronderos","W,L","[0, 0]","[0, 3]","[3, 0]","[0, 0]","[0, 2]","[4, 6]","[6, 2]","[2, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","Las Vegas, Nevada, USA","[1, 0]","[79, 82]","[3, 0]","[1, 3]","[5, 7]","[6, 2]","[3, 1]","[1, 0]","[0, 1]","[0, 0]","[0, 1]",3 Rnd (5-5-5),"[46, 3]","[5, 56]","[10, 2]","[3, 46]",Flyweight Bout,Clayton Carpenter
"[0, 2]","[3, 1]","[1, 1]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","February 25, 2023",Decision - Majority,"[1, 6]","[17, 10]","[9, 11]","[6, 1]",3,5:00,02615499125b4b5d,Rafael Alves,029afd138865d20a,Nurullo Aliev,ca28cdf526d6b6e9,"029afd138865d20a,ca28cdf526d6b6e9","Rafael Alves,Nurullo Aliev","L,W","[18, 0]","[0, 35]","[17, 0]","[0, 18]","[19, 2]","[11, 42]","[23, 9]","[2, 19]","[0, 0]","[0, 2]","[3, 2]","[2, 1]","[2, 0]","Las Vegas, Nevada, USA","[1, 1]","[78, 651]","[2, 0]","[19, 6]","[17, 45]","[26, 11]","[6, 19]","[3, 0]","[0, 4]","[1, 0]","[0, 3]",3 Rnd (5-5-5),"[92, 25]","[36, 140]","[48, 11]","[25, 92]",Lightweight Bout,Nurullo Aliev
"[6, 11]","[12, 6]","[0, 1]","[11, 6]","[1, 1]","[1, 2]","[1, 0]","[1, 1]","March 04, 2023",Decision - Unanimous,"[37, 61]","[124, 81]","[44, 63]","[61, 37]",3,5:00,ee2354d638c078fd,Esteban Ribovics,323d4ca260dfa0ba,Loik Radzhabov,8c169fbe1ac33637,"323d4ca260dfa0ba,8c169fbe1ac33637","Esteban Ribovics,Loik Radzhabov","L,W","[2, 4]","[4, 2]","[0, 0]","[4, 2]","[33, 52]","[114, 78]","[45, 62]","[52, 33]","[1, 0]","[1, 3]","[3, 1]","[0, 0]","[3, 1]","Las Vegas, Nevada, USA","[1, 0]","[31, 459]","[1, 0]","[40, 66]","[129, 85]","[45, 63]","[66, 40]","[11, 0]","[1, 21]","[10, 1]","[0, 11]",3 Rnd (5-5-5),"[67, 98]","[162, 117]","[50, 64]","[98, 67]",Lightweight Bout,Loik Radzhabov
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[1, 1]","[1, 0]","[1, 0]","March 11, 1994",Submission,"[0, 0]","[0, 3]","[3, 0]","[0, 0]",1,0:20,4acab67848e78327,Scott Morris,be9d259be012e8a4,Sean Daugherty,a683f9ddb70aa4bd,"be9d259be012e8a4,a683f9ddb70aa4bd","Scott Morris,Sean Daugherty","W,L","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[1, 2]","[2, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 2]","[2, 0]","[0, 0]","Denver, Colorado, USA","[0, 0]",,"[1, 0]","[0, 1]","[1, 4]","[4, 0]","[1, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]",No Time Limit,"[1, 2]","[2, 5]","[4, 0]","[2, 1]",Open Weight Bout,Scott Morris
"[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","March 11, 1994",Submission,"[1, 0]","[0, 1]","[0, 0]","[0, 1]",1,0:58,4b9ae533ccb3fcdf,Patrick Smith,46c8ec317aff28ac,Ray Wizard,ea0ad155451ed1f5,"46c8ec317aff28ac,ea0ad155451ed1f5","Patrick Smith,Ray Wizard","W,L","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","Denver, Colorado, USA","[0, 0]",,"[1, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[0, 0]","[1, 0]","[0, 1]","[0, 0]",No Time Limit,"[2, 1]","[1, 2]","[0, 0]","[1, 2]",Open Weight Bout,Patrick Smith
"[0, 1]","[1, 0]","[0, 0]","[1, 0]","[2, 1]","[1, 2]","[0, 0]","[1, 2]","March 11, 1994",KO/TKO,"[1, 1]","[1, 2]","[1, 0]","[1, 1]",1,12:13,ccee020be2e8d9f6,Johnny Rhodes,319fa1bd3176bded,David Levicki,49590e0508b2c19f,"319fa1bd3176bded,49590e0508b2c19f","Johnny Rhodes,David Levicki","W,L","[1, 9]","[15, 1]","[0, 6]","[9, 1]","[4, 9]","[15, 5]","[1, 6]","[9, 4]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","Denver, Colorado, USA","[0, 0]",,"[0, 0]","[4, 11]","[17, 5]","[1, 6]","[11, 4]","[0, 1]","[1, 0]","[0, 0]","[1, 0]",No Time Limit,"[95, 74]","[86, 102]","[7, 12]","[74, 95]",Open Weight Bout,Johnny Rhodes
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 11, 1994",Submission,"[0, 1]","[1, 0]","[0, 0]","[1, 0]",1,4:52,d917c8c7461b9831,Frank Hamaker,c3c23c99477c041b,Thaddeus Luster,505934897b8b4824,"c3c23c99477c041b,505934897b8b4824","Frank Hamaker,Thaddeus Luster","W,L","[0, 1]","[2, 0]","[0, 1]","[1, 0]","[0, 2]","[3, 0]","[0, 1]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","Denver, Colorado, USA","[1, 0]",,"[3, 0]","[0, 2]","[3, 0]","[0, 1]","[2, 0]","[0, 1]","[1, 1]","[1, 0]","[1, 0]",No Time Limit,"[0, 14]","[15, 0]","[0, 1]","[14, 0]",Open Weight Bout,Frank Hamaker
"[0, 1]","[1, 1]","[1, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 11, 1994",KO/TKO,"[2, 1]","[3, 6]","[4, 2]","[1, 2]",1,2:50,3b020d4914b44fc8,Orlando Wiet,a6c2f5381d575920,Robert Lucarelli,96087e90d900f0ef,"a6c2f5381d575920,96087e90d900f0ef","Orlando Wiet,Robert Lucarelli","W,L","[0, 7]","[9, 0]","[0, 2]","[7, 0]","[1, 7]","[11, 2]","[1, 4]","[7, 1]","[0, 0]","[1, 0]","[0, 3]","[2, 0]","[0, 1]","Denver, Colorado, USA","[0, 0]",,"[0, 1]","[2, 8]","[12, 6]","[4, 4]","[8, 2]","[1, 0]","[0, 1]","[0, 0]","[0, 1]",No Time Limit,"[2, 11]","[15, 6]","[4, 4]","[11, 2]",Open Weight Bout,Orlando Wiet
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 11, 1994",Submission,"[1, 0]","[1, 1]","[0, 1]","[0, 1]",1,9:51,17ee4caf06981b81,Remco Pardoel,749685d24e2cac50,Alberta Cerra Leon,6e02c318762f52f1,"749685d24e2cac50,6e02c318762f52f1","Remco Pardoel,Alberta Cerra Leon","W,L","[0, 4]","[5, 2]","[2, 1]","[4, 0]","[1, 4]","[5, 3]","[2, 1]","[4, 1]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","Denver, Colorado, USA","[0, 0]",,"[1, 0]","[1, 4]","[6, 3]","[2, 2]","[4, 1]","[0, 1]","[1, 0]","[0, 0]","[1, 0]",No Time Limit,"[9, 20]","[22, 11]","[2, 2]","[20, 9]",Open Weight Bout,Remco Pardoel
"[0, 1]","[2, 0]","[0, 1]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 11, 1994",Submission,"[0, 2]","[4, 2]","[2, 2]","[2, 0]",1,6:41,c53325be8ce33b8b,Jason DeLucia,6ceff86fae4f6b3b,Scott Baker,7d5b12de1625984e,"6ceff86fae4f6b3b,7d5b12de1625984e","Jason DeLucia,Scott Baker","W,L","[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 1]","[2, 2]","[2, 1]","[1, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","Denver, Colorado, USA","[4, 2]",,"[5, 0]","[0, 3]","[5, 2]","[2, 2]","[3, 0]","[1, 0]","[1, 1]","[0, 1]","[0, 1]",No Time Limit,"[14, 20]","[25, 23]","[9, 5]","[20, 14]",Open Weight Bout,Jason DeLucia
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 11, 1994",Submission,"[0, 2]","[4, 2]","[2, 2]","[2, 0]",1,5:08,fcd8e8ec45eb6b9f,Royce Gracie,429e7d3725852ce9,Minoki Ichihara,4565d435005319c0,"429e7d3725852ce9,4565d435005319c0","Royce Gracie,Minoki Ichihara","W,L","[3, 0]","[0, 5]","[2, 0]","[0, 3]","[3, 0]","[0, 6]","[3, 0]","[0, 3]","[0, 0]","[0, 2]","[4, 1]","[1, 2]","[2, 0]","Denver, Colorado, USA","[0, 0]",,"[2, 0]","[3, 2]","[4, 7]","[4, 2]","[2, 3]","[0, 1]","[1, 0]","[0, 0]","[1, 0]",No Time Limit,"[12, 110]","[114, 16]","[4, 4]","[110, 12]",Open Weight Bout,Royce Gracie
"[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","March 11, 1994",KO/TKO,"[0, 0]","[0, 0]","[0, 0]","[0, 0]",1,0:30,8ea72cf82fac07f6,Patrick Smith,46c8ec317aff28ac,Scott Morris,be9d259be012e8a4,"46c8ec317aff28ac,be9d259be012e8a4","Patrick Smith,Scott Morris","W,L","[0, 12]","[16, 0]","[0, 4]","[12, 0]","[0, 12]","[16, 0]","[0, 4]","[12, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","Denver, Colorado, USA","[0, 0]",,"[0, 0]","[0, 13]","[17, 0]","[0, 4]","[13, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]",No Time Limit,"[0, 19]","[25, 0]","[0, 6]","[19, 0]",Open Weight Bout,Patrick Smith
"[2, 0]","[0, 4]","[2, 0]","[0, 2]","[0, 1]","[2, 0]","[0, 1]","[1, 0]","March 11, 1994",Submission,"[4, 3]","[6, 7]","[3, 3]","[3, 4]",1,3:07,b72acedda7ddc006,Johnny Rhodes,319fa1bd3176bded,Fred Ettish,8d5daf67983b65ba,"319fa1bd3176bded,8d5daf67983b65ba","Johnny Rhodes,Fred Ettish","W,L","[0, 9]","[21, 0]","[0, 12]","[9, 0]","[0, 12]","[28, 1]","[1, 16]","[12, 0]","[1, 0]","[2, 1]","[1, 2]","[0, 0]","[1, 2]","Denver, Colorado, USA","[0, 0]",,"[1, 0]","[4, 13]","[29, 7]","[3, 16]","[13, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",No Time Limit,"[7, 21]","[38, 11]","[4, 17]","[21, 7]",Open Weight Bout,Johnny Rhodes
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 11, 1994",KO/TKO,"[1, 0]","[0, 2]","[1, 0]","[0, 1]",1,1:29,c4aa04781989699e,Remco Pardoel,749685d24e2cac50,Orlando Wiet,a6c2f5381d575920,"749685d24e2cac50,a6c2f5381d575920","Remco Pardoel,Orlando Wiet","W,L","[0, 7]","[7, 0]","[0, 0]","[7, 0]","[0, 7]","[7, 1]","[1, 0]","[7, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","Denver, Colorado, USA","[0, 0]",,"[0, 0]","[1, 7]","[7, 2]","[1, 0]","[7, 1]","[0, 1]","[1, 0]","[0, 0]","[1, 0]",No Time Limit,"[5, 7]","[7, 7]","[2, 0]","[7, 5]",Open Weight Bout,Remco Pardoel
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 11, 1994",Submission,"[0, 0]","[0, 0]","[0, 0]","[0, 0]",1,1:07,5655639baecd8f6a,Royce Gracie,429e7d3725852ce9,Jason DeLucia,6ceff86fae4f6b3b,"429e7d3725852ce9,6ceff86fae4f6b3b","Royce Gracie,Jason DeLucia","W,L","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","Denver, Colorado, USA","[1, 0]",,"[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]",No Time Limit,"[0, 0]","[0, 0]","[0, 0]","[0, 0]",Open Weight Bout,Royce Gracie
"[0, 2]","[2, 0]","[0, 0]","[2, 0]","[0, 2]","[2, 0]","[0, 0]","[2, 0]","March 11, 1994",Submission,"[4, 3]","[10, 9]","[5, 7]","[3, 4]",1,1:07,8fbdde20b712b8da,Patrick Smith,46c8ec317aff28ac,Johnny Rhodes,319fa1bd3176bded,"46c8ec317aff28ac,319fa1bd3176bded","Patrick Smith,Johnny Rhodes","W,L","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 1]","[4, 5]","[3, 3]","[1, 2]","[0, 0]","[2, 2]","[6, 4]","[2, 4]","[2, 2]","Denver, Colorado, USA","[0, 0]",,"[1, 0]","[4, 5]","[12, 9]","[5, 7]","[5, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",No Time Limit,"[4, 5]","[12, 9]","[5, 7]","[5, 4]",Open Weight Bout,Patrick Smith
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 11, 1994",Submission,"[0, 0]","[0, 0]","[0, 0]","[0, 0]",1,1:31,aa161c7159741766,Royce Gracie,429e7d3725852ce9,Remco Pardoel,749685d24e2cac50,"429e7d3725852ce9,749685d24e2cac50","Royce Gracie,Remco Pardoel","W,L","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","Denver, Colorado, USA","[0, 0]",,"[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[2, 0]","[0, 1]","[1, 0]",No Time Limit,"[0, 0]","[0, 0]","[0, 0]","[0, 0]",Open Weight Bout,Royce Gracie
"[1, 0]","[0, 2]","[1, 0]","[0, 1]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","March 11, 1994",KO/TKO,"[0, 0]","[0, 1]","[1, 0]","[0, 0]",1,1:17,00835554f95fa911,Royce Gracie,429e7d3725852ce9,Patrick Smith,46c8ec317aff28ac,"429e7d3725852ce9,46c8ec317aff28ac","Royce Gracie,Patrick Smith","W,L","[0, 3]","[3, 0]","[0, 0]","[3, 0]","[0, 3]","[3, 0]","[0, 0]","[3, 0]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","Denver, Colorado, USA","[0, 0]",,"[0, 0]","[1, 4]","[4, 2]","[1, 0]","[4, 1]","[0, 1]","[2, 0]","[0, 1]","[1, 0]",No Time Limit,"[2, 11]","[11, 3]","[1, 0]","[11, 2]",UFC 2 Tournament Title Bout,Royce Gracie
